No.,Time,Source,Destination,Protocol,Length,Info
1,0,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
2,0.166173,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
3,0.193129,203.153.148.17,34.95.0.29,TCP,55,51702  >  443 [ACK] Seq=1 Ack=1 Win=1020 Len=1 [TCP segment of a reassembled PDU]
4,0.366563,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
5,0.383902,34.95.0.29,203.153.148.17,TCP,66,443  >  51702 [ACK] Seq=1 Ack=2 Win=249 Len=0 SLE=1 SRE=2
6,0.59988,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
7,0.699932,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
8,0.705515,MicroStarINT_45:36:17,Broadcast,ARP,60,Who has 203.153.148.197? Tell 203.153.148.62
9,0.997773,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
10,1.009558,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
11,1.054121,fe80::354a:96e3:45b5:ddb4,ff02::fb,MDNS,102,"Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
12,1.125162,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
13,1.487046,192.168.153.241,255.255.255.255,DB-LSP-DISC/JSON,188,"Dropbox LAN sync Discovery Protocol, JSON"
14,1.488354,192.168.153.241,192.168.153.255,DB-LSP-DISC/JSON,188,"Dropbox LAN sync Discovery Protocol, JSON"
15,1.710252,MicroStarINT_45:36:17,Broadcast,ARP,60,Who has 203.153.148.197? Tell 203.153.148.62
16,1.875843,203.153.148.17,203.252.192.1,DNS,92,Standard query 0xcddd A server.events.data.microsoft.com
17,1.889812,203.252.192.1,203.153.148.17,DNS,215,Standard query response 0xcddd A server.events.data.microsoft.com CNAME server.events.data.trafficmanager.net CNAME onedscolprdcus03.centralus.cloudapp.azure.com A 13.89.178.27
18,1.890625,203.153.148.17,13.89.178.27,TCP,66,51808  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
19,2.0119,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
20,2.057985,13.89.178.27,203.153.148.17,TCP,66,"443  >  51808 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
21,2.058056,203.153.148.17,13.89.178.27,TCP,54,51808  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
22,2.061426,203.153.148.17,13.89.178.27,TLSv1.2,260,Client Hello (SNI=server.events.data.microsoft.com)
23,2.201943,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
24,2.231319,13.89.178.27,203.153.148.17,TCP,1514,443  >  51808 [ACK] Seq=1 Ack=207 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]
25,2.231319,13.89.178.27,203.153.148.17,TCP,1514,443  >  51808 [ACK] Seq=1461 Ack=207 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]
26,2.231319,13.89.178.27,203.153.148.17,TCP,1514,443  >  51808 [ACK] Seq=2921 Ack=207 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]
27,2.231319,13.89.178.27,203.153.148.17,TLSv1.2,132,"Server Hello, Certificate, Server Key Exchange, Server Hello Done"
28,2.231456,203.153.148.17,13.89.178.27,TCP,54,51808  >  443 [ACK] Seq=207 Ack=4459 Win=262144 Len=0
29,2.241904,203.153.148.17,13.89.178.27,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
30,2.314298,Extreme-EEP,Extreme-EDP,EDP,346,EDP: Info Display Link
31,2.314298,Extreme-EEP,Extreme-EDP,EDP,94,EDP: VL1
32,2.347023,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
33,2.402294,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
34,2.402294,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
35,2.410481,13.89.178.27,203.153.148.17,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message"
36,2.410481,13.89.178.27,203.153.148.17,TLSv1.2,123,Application Data
37,2.410609,203.153.148.17,13.89.178.27,TCP,54,51808  >  443 [ACK] Seq=365 Ack=4579 Win=261888 Len=0
38,2.416071,203.153.148.17,13.89.178.27,TLSv1.2,141,Application Data
39,2.416273,203.153.148.17,13.89.178.27,TLSv1.2,92,Application Data
40,2.420221,203.153.148.17,13.89.178.27,TLSv1.2,357,Application Data
41,2.420544,203.153.148.17,13.89.178.27,TLSv1.2,1376,Application Data
42,2.420617,203.153.148.17,13.89.178.27,TLSv1.2,92,Application Data
43,2.583221,13.89.178.27,203.153.148.17,TLSv1.2,92,Application Data
44,2.583299,203.153.148.17,13.89.178.27,TCP,54,51808  >  443 [ACK] Seq=2153 Ack=4617 Win=261888 Len=0
45,2.587539,13.89.178.27,203.153.148.17,TCP,60,443  >  51808 [ACK] Seq=4617 Ack=793 Win=4193536 Len=0
46,2.587539,13.89.178.27,203.153.148.17,TCP,60,443  >  51808 [ACK] Seq=4617 Ack=2153 Win=4194560 Len=0
47,2.750606,13.89.178.27,203.153.148.17,TLSv1.2,339,Application Data
48,2.750659,203.153.148.17,13.89.178.27,TCP,54,51808  >  443 [ACK] Seq=2153 Ack=4902 Win=261632 Len=0
49,3.011802,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
50,3.118522,HewlettPacka_b1:5c:18,Broadcast,ARP,60,Who has 203.153.147.19? Tell 203.153.147.54
51,3.125175,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
52,3.418407,203.153.148.17,142.250.196.110,UDP,71,50854  >  443 Len=29
53,3.612222,142.250.196.110,203.153.148.17,UDP,68,443  >  50854 Len=26
54,3.642348,192.168.153.57,255.255.255.255,DB-LSP-DISC/JSON,515,"Dropbox LAN sync Discovery Protocol, JSON"
55,3.645997,192.168.153.57,192.168.153.255,DB-LSP-DISC/JSON,515,"Dropbox LAN sync Discovery Protocol, JSON"
56,3.645997,192.168.153.57,255.255.255.255,DB-LSP-DISC/JSON,515,"Dropbox LAN sync Discovery Protocol, JSON"
57,4.205569,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
58,4.242113,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
59,4.359137,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
60,4.476995,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
61,4.705562,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
62,4.805415,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
63,4.853198,142.250.196.110,203.153.148.17,UDP,81,443  >  50854 Len=39
64,4.853198,142.250.196.110,203.153.148.17,UDP,78,443  >  50854 Len=36
65,4.853198,142.250.196.110,203.153.148.17,UDP,275,443  >  50854 Len=233
66,4.858003,203.153.148.17,142.250.196.110,UDP,502,50854  >  443 Len=460
67,4.913327,fe80::7a3f:68bb:427b:c0f6,ff02::1:ffff:ad6d,ICMPv6,86,Neighbor Solicitation for fe80::86a9:3eff:feff:ad6d from 54:b2:03:e7:cf:08
68,4.929989,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
69,5.006496,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
70,5.012468,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
71,5.05165,142.250.196.110,203.153.148.17,UDP,75,443  >  50854 Len=33
72,5.086587,203.153.148.17,142.250.196.110,UDP,75,50854  >  443 Len=33
73,5.101841,ASUSTekCOMPU_c5:d1:91,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.19
74,5.12505,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
75,5.131435,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.147.30? Tell 203.153.147.237
76,5.206432,142.250.196.110,203.153.148.17,UDP,154,443  >  50854 Len=112
77,5.206812,203.153.148.17,142.250.196.110,UDP,81,50854  >  443 Len=39
78,5.400953,142.250.196.110,203.153.148.17,UDP,68,443  >  50854 Len=26
79,5.432884,203.153.148.17,142.250.207.46,UDP,1288,59804  >  443 Len=1246
80,5.432968,203.153.148.17,142.250.207.46,UDP,1257,59804  >  443 Len=1215
81,5.448253,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.147.176? Tell 203.153.147.237
82,5.465638,SamsungElect_15:64:6d,Broadcast,ARP,60,Who has 192.168.153.131? Tell 192.168.153.128
83,5.497365,fe80::7a3f:68bb:427b:c0f6,ff02::1:ffff:ad6d,ICMPv6,86,Neighbor Solicitation for fe80::86a9:3eff:feff:ad6d from 54:b2:03:e7:cf:08
84,5.598691,142.250.207.46,203.153.148.17,UDP,69,443  >  59804 Len=27
85,5.606427,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
86,5.637206,203.153.148.17,142.250.207.46,UDP,74,59804  >  443 Len=32
87,5.648064,142.250.207.46,203.153.148.17,UDP,718,443  >  59804 Len=676
88,5.648695,203.153.148.17,142.250.207.46,UDP,77,59804  >  443 Len=35
89,5.650151,142.250.207.46,203.153.148.17,UDP,314,443  >  59804 Len=272
90,5.684143,203.153.148.17,142.250.207.46,UDP,74,59804  >  443 Len=32
91,5.706561,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
92,5.724795,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.252.195.245? Tell 203.252.195.233
93,5.838396,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
94,5.839265,142.250.207.46,203.153.148.17,UDP,66,443  >  59804 Len=24
95,5.848468,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.252.195.84? Tell 203.252.195.233
96,5.869463,ASUSTekCOMPU_c5:d1:91,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.19
97,5.951521,SamsungElect_89:04:5c,Broadcast,ARP,60,Who has 203.153.147.150? Tell 203.153.147.91
98,5.997171,::,ff02::c,ICMPv6,86,Multicast Listener Report
99,5.997171,::,ff02::1:3,ICMPv6,86,Multicast Listener Report
100,6.05886,SamsungElect_15:64:6d,Broadcast,ARP,60,Who has 192.168.153.131? Tell 192.168.153.128
101,6.188815,::,ff02::1:ffc1:45b8,ICMPv6,86,Multicast Listener Report
102,6.370916,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
103,6.499773,fe80::7a3f:68bb:427b:c0f6,ff02::1:ffff:ad6d,ICMPv6,86,Neighbor Solicitation for fe80::86a9:3eff:feff:ad6d from 54:b2:03:e7:cf:08
104,6.533353,203.153.148.17,64.233.187.188,TCP,55,49873  >  5228 [ACK] Seq=1 Ack=1 Win=1021 Len=1
105,6.564678,203.153.148.17,142.250.157.188,TCP,55,51150  >  5228 [ACK] Seq=1 Ack=1 Win=1023 Len=1
106,6.690825,64.233.187.188,203.153.148.17,TCP,66,5228  >  49873 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2
107,6.728798,142.250.157.188,203.153.148.17,TCP,66,5228  >  51150 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2
108,6.871873,ASUSTekCOMPU_c5:d1:91,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.19
109,6.899377,fe80::b25c:daff:fec1:45b8,ff02::2,ICMPv6,70,Router Solicitation from b0:5c:da:c1:45:b8
110,6.907144,SamsungElect_89:04:5c,Broadcast,ARP,60,Who has 203.153.147.150? Tell 203.153.147.91
111,7.014715,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
112,7.044696,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.148.118? Tell 203.153.148.237
113,7.062994,SamsungElect_15:64:6d,Broadcast,ARP,60,Who has 192.168.153.131? Tell 192.168.153.128
114,7.12488,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
115,7.208509,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
116,7.208509,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
117,7.375848,ASUSTekCOMPU_9e:d9:66,Broadcast,ARP,60,Who has 169.254.31.111? Tell 203.252.195.9
118,7.408742,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
119,7.572359,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 192.168.153.222? Tell 192.168.153.2
120,7.640113,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
121,7.907837,SamsungElect_89:04:5c,Broadcast,ARP,60,Who has 203.153.147.150? Tell 203.153.147.91
122,8.156552,ASUSTekCOMPU_9e:d9:66,Broadcast,ARP,60,Who has 169.254.31.111? Tell 203.252.195.9
123,8.239913,203.153.148.17,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
124,8.350439,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
125,8.456492,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.147.244? Tell 203.153.147.237
126,8.470114,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.60? Tell 203.252.195.172
127,8.470114,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.74? Tell 203.252.195.172
128,8.930596,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 192.168.153.109? Tell 192.168.153.2
129,8.969916,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 192.168.153.61? Tell 192.168.153.2
130,9.016263,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
131,9.124951,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
132,9.155737,ASUSTekCOMPU_9e:d9:66,Broadcast,ARP,60,Who has 169.254.31.111? Tell 203.252.195.9
133,9.211795,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
134,9.252299,203.153.148.17,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
135,9.314497,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.60? Tell 203.252.195.172
136,9.314497,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.74? Tell 203.252.195.172
137,9.492238,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.147.64? Tell 203.153.147.237
138,9.526811,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 192.168.153.15? Tell 192.168.153.2
139,9.645697,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
140,9.7119,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
141,9.768501,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 192.168.153.90? Tell 192.168.153.2
142,9.811851,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
143,9.891038,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
144,10.014915,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
145,10.200963,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
146,10.258002,203.153.148.17,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
147,10.314894,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.60? Tell 203.252.195.172
148,10.314894,SamsungElect_84:85:6c,Broadcast,ARP,60,Who has 203.252.195.74? Tell 203.252.195.172
149,10.362577,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
150,10.399318,fe80::612c:2d29:c4a2:b29b,ff02::1:2,DHCPv6,157,Solicit XID: 0xbdd603 CID: 000100012abd8a01988389deb886 
151,10.430695,203.153.148.17,142.251.42.202,UDP,71,63123  >  443 Len=29
152,10.4427,Ubiquoss_5f:e6:10,Broadcast,ARP,60,Who has 203.153.147.80? Tell 203.153.147.237
153,10.472563,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
154,10.612734,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
155,10.626624,142.251.42.202,203.153.148.17,UDP,68,443  >  63123 Len=26
156,10.712952,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
157,10.997477,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
158,11.017393,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
159,11.080137,SamsungElect_7d:70:1a,Broadcast,ARP,60,Who has 203.153.146.200? Tell 203.153.146.212
160,11.124725,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
161,11.232715,fe80::f594:fbad:6a83:2b1b,ff02::fb,MDNS,105,"Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QU"" question"
162,11.264843,203.153.148.17,239.255.255.250,SSDP,217,M-SEARCH * HTTP/1.1 
163,11.320727,fe80::5a11:22ff:febf:963e,ff02::1:2,DHCPv6,110,Solicit XID: 0xdfbc5d CID: 0003000182d697db2f03 
164,11.424431,203.153.148.17,142.250.196.110,UDP,449,50854  >  443 Len=407
165,11.486672,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
166,11.584973,Ubiquoss_5f:e6:16,Broadcast,ARP,60,Who has 203.153.146.230? Tell 203.153.146.238
167,11.618669,142.250.196.110,203.153.148.17,UDP,75,443  >  50854 Len=33
168,11.650225,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
169,11.657949,203.153.148.17,142.250.196.110,UDP,75,50854  >  443 Len=33
170,11.765273,HewlettPacka_21:2c:27,Reserved-future-std-0a,0x88a7,156,Ethernet II
171,11.781605,142.250.196.110,203.153.148.17,UDP,1126,443  >  50854 Len=1084
172,11.781722,142.250.196.110,203.153.148.17,UDP,78,443  >  50854 Len=36
173,11.782494,203.153.148.17,142.250.196.110,UDP,81,50854  >  443 Len=39
174,11.782713,142.250.196.110,203.153.148.17,UDP,131,443  >  50854 Len=89
175,11.816307,203.153.148.17,142.250.196.110,UDP,75,50854  >  443 Len=33
176,11.973226,SamsungElect_7d:70:1a,Broadcast,ARP,60,Who has 203.153.146.200? Tell 203.153.146.212
177,11.973226,192.168.153.208,224.0.0.251,MDNS,70,"Standard query 0x0000 A wpad.local, ""QM"" question"
178,11.973226,fe80::838b:9daf:3c0e:6964,ff02::fb,MDNS,90,"Standard query 0x0000 A wpad.local, ""QM"" question"
179,11.973633,fe80::838b:9daf:3c0e:6964,ff02::1:3,LLMNR,84,Standard query 0xef72 A wpad
180,11.973633,192.168.153.208,224.0.0.252,LLMNR,64,Standard query 0xef72 A wpad
181,11.975879,142.250.196.110,203.153.148.17,UDP,68,443  >  50854 Len=26
182,12.012708,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.17
183,12.215381,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
184,12.215381,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
185,12.221919,fe80::f594:fbad:6a83:2b1b,ff02::fb,MDNS,105,"Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QM"" question"
186,12.315434,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
187,12.374226,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
188,12.379099,fe80::838b:9daf:3c0e:6964,ff02::1:3,LLMNR,84,Standard query 0xef72 A wpad
189,12.379099,192.168.153.208,224.0.0.252,LLMNR,64,Standard query 0xef72 A wpad
190,12.433879,203.153.148.17,142.250.196.99,QUIC,1292,"Initial, DCID=bef525a96d941ae5, PKN: 1, CRYPTO"
191,12.433946,203.153.148.17,142.250.196.99,QUIC,1292,"Initial, DCID=bef525a96d941ae5, PKN: 2, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PING"
192,12.434131,203.153.148.17,142.250.196.99,QUIC,124,"0-RTT, DCID=bef525a96d941ae5"
193,12.434383,203.153.148.17,142.250.196.99,QUIC,832,"0-RTT, DCID=bef525a96d941ae5"
194,12.586476,Ubiquoss_5f:e6:16,Broadcast,ARP,60,Who has 203.153.146.230? Tell 203.153.146.238
195,12.604562,142.250.196.99,203.153.148.17,QUIC,1292,"Initial, SCID=fef525a96d941ae5, PKN: 1, ACK, PADDING"
196,12.640346,142.250.196.99,203.153.148.17,QUIC,1292,"Initial, SCID=fef525a96d941ae5, PKN: 2, CRYPTO, PADDING"
197,12.640346,142.250.196.99,203.153.148.17,QUIC,356,Protected Payload (KP0)
198,12.640346,142.250.196.99,203.153.148.17,QUIC,978,Protected Payload (KP0)
199,12.641033,203.153.148.17,142.250.196.99,QUIC,120,"Handshake, DCID=fef525a96d941ae5"
200,12.641126,203.153.148.17,142.250.196.99,QUIC,73,"Protected Payload (KP0), DCID=fef525a96d941ae5"
201,12.641384,142.250.196.99,203.153.148.17,QUIC,73,Protected Payload (KP0)
202,12.641384,142.250.196.99,203.153.148.17,QUIC,66,Protected Payload (KP0)
203,12.642333,142.250.196.99,203.153.148.17,QUIC,64,Protected Payload (KP0)
204,12.642678,203.153.148.17,142.250.196.99,QUIC,73,"Protected Payload (KP0), DCID=fef525a96d941ae5"
205,12.679044,142.250.196.99,203.153.148.17,QUIC,559,Protected Payload (KP0)
206,12.679044,142.250.196.99,203.153.148.17,QUIC,64,Protected Payload (KP0)
207,12.679271,203.153.148.17,142.250.196.99,QUIC,77,"Protected Payload (KP0), DCID=fef525a96d941ae5"
208,12.711848,203.153.148.17,142.250.196.99,QUIC,74,"Protected Payload (KP0), DCID=fef525a96d941ae5"
209,12.809077,142.250.196.99,203.153.148.17,QUIC,163,Protected Payload (KP0)
210,12.837857,203.153.148.17,142.250.196.99,QUIC,74,"Protected Payload (KP0), DCID=fef525a96d941ae5"
211,12.847207,142.250.196.99,203.153.148.17,QUIC,67,Protected Payload (KP0)
212,12.881924,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
213,12.904645,fe80::c803:b4be:872a:9448,ff02::1:ff28:fbee,ICMPv6,86,Neighbor Solicitation for fe80::3e52:82ff:fe28:fbee from 98:83:89:84:72:75
214,12.971953,192.168.153.208,224.0.0.251,MDNS,70,"Standard query 0x0000 A wpad.local, ""QM"" question"
215,12.971953,fe80::838b:9daf:3c0e:6964,ff02::fb,MDNS,90,"Standard query 0x0000 A wpad.local, ""QM"" question"
216,12.972308,SamsungElect_7d:70:1a,Broadcast,ARP,60,Who has 203.153.146.200? Tell 203.153.146.212
217,13.019419,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
218,13.124555,MTNElectroni_01:19:58,Broadcast,RLDP,60,Network Loop Detection
219,13.476817,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
220,13.588556,Ubiquoss_5f:e6:16,Broadcast,ARP,60,Who has 203.153.146.230? Tell 203.153.146.238
221,13.846869,fe80::c803:b4be:872a:9448,ff02::1:ff28:fbee,ICMPv6,86,Neighbor Solicitation for fe80::3e52:82ff:fe28:fbee from 98:83:89:84:72:75
222,13.974276,192.168.153.208,224.0.0.251,MDNS,70,"Standard query 0x0000 A wpad.local, ""QM"" question"
223,13.974276,fe80::838b:9daf:3c0e:6964,ff02::fb,MDNS,90,"Standard query 0x0000 A wpad.local, ""QM"" question"
224,13.974276,fe80::838b:9daf:3c0e:6964,ff02::1:3,LLMNR,84,Standard query 0x7f45 A wpad
225,13.974276,192.168.153.208,224.0.0.252,LLMNR,64,Standard query 0x7f45 A wpad
226,14.218455,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
227,14.249407,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
228,14.354804,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
229,14.390974,fe80::838b:9daf:3c0e:6964,ff02::1:3,LLMNR,84,Standard query 0x7f45 A wpad
230,14.390974,192.168.153.208,224.0.0.252,LLMNR,64,Standard query 0x7f45 A wpad
231,14.391861,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
232,14.47852,SamsungElect_de:b8:86,Broadcast,ARP,60,Who has 192.168.153.254? Tell 169.254.0.0
233,14.544766,fe80::fe3f:dbff:febc:c935,ff02::1:2,DHCPv6,161,Solicit XID: 0x140f2e CID: 00030001fc3fdbbcc935 IAA: :: 
234,14.598051,Ubiquoss_5f:e6:16,Broadcast,ARP,60,Who has 203.153.146.231? Tell 203.153.146.238
235,14.673344,fe80::77b:1dfc:40f9:9fde,ff02::c,UDP,718,49772  >  3702 Len=656
236,14.718514,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
237,14.719649,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
238,14.761864,0.0.0.0,255.255.255.255,DHCP,344,DHCP Discover - Transaction ID 0xe2424f74
239,14.768922,SamsungElect_84:72:75,Broadcast,ARP,60,Who has 192.168.153.38? Tell 203.252.195.207
240,14.783024,GigaByteTech_6c:4d:e0,Broadcast,ARP,60,Who has 192.168.153.38? Tell 203.153.147.17
241,14.783024,SamsungElect_e3:3a:a3,Broadcast,ARP,60,Who has 192.168.153.38? Tell 192.168.153.247
242,14.786918,ASUSTekCOMPU_5c:56:cb,Broadcast,ARP,60,Who has 192.168.153.38? Tell 203.153.146.82
243,14.818525,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
244,14.849949,fe80::c803:b4be:872a:9448,ff02::1:ff28:fbee,ICMPv6,86,Neighbor Solicitation for fe80::3e52:82ff:fe28:fbee from 98:83:89:84:72:75
245,14.880582,0.0.0.0,255.255.255.255,DHCP,370,DHCP Request  - Transaction ID 0xe2424f74
246,14.978013,192.168.153.208,224.0.0.251,MDNS,70,"Standard query 0x0000 A wpad.local, ""QM"" question"
247,14.978013,fe80::838b:9daf:3c0e:6964,ff02::fb,MDNS,90,"Standard query 0x0000 A wpad.local, ""QM"" question"
248,15.019335,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
249,15.019335,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
250,15.020435,Ubiquoss_6e:eb:f2,ISL-Frame_07:70,0x0807,60,Ethernet II
251,15.020435,203.153.146.238,224.0.0.18,VRRP,60,Announcement (v3)
252,15.026755,203.153.147.232,224.0.0.252,IGMPv2,60,"Membership Query, specific for group 224.0.0.252"
253,15.026873,203.153.147.232,224.0.0.251,IGMPv2,60,"Membership Query, specific for group 224.0.0.251"
254,15.027918,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
255,15.027918,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
256,15.02928,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,110,Multicast Listener Report Message v2
257,15.02928,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
258,15.029345,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
259,15.029759,fe80::612c:2d29:c4a2:b29b,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
